instructions,cycles,cpu_migrations,branches,branch_misses,context_switches,cache_references,cache_misses,L1_dcache_stores,L1_dcache_loads,L1_dcache_load_misses,LLC_stores,LLC_store_misses,LLC_loads,minor_faults,page_faults,thread,seconds,workload,class,app,dwarfs,power,MIPS,instructions_per_cycle,instructions_per_loads,instructions_per_stores,instructions_per_branches,instruction_per_cache_misses,Loads_PTI,Stores_PTI,L1_load_ratio,L1_load_rate_PTI,branch_miss_predict_ratio,branch_miss_predict_rate_PTI,cache_misses_PTI
18208830658,7981691514,2,132210114,598602,258,15980614,41485,3066679195,5034462816,113568824,20264056,653,14160549,1417,1417,2,1.59,W,CPU,bt,DLA,324,11452.0947534591,2.28132478260547,1285.88451323462,898.577790053482,137.726457584024,438925.65163312,0.777674814268131,1.11286970484824,44.3296200372736,6.23701906690553,0.004527656636012,0.032874269152314,0.002278290175749
18229414446,7977373265,2,131967237,632147,258,16499058,59234,3059436260,5038118243,112607218,19327148,983,13558048,1420,1420,2,1.6,W,CPU,bt,DLA,324,11393.38402875,2.28513996279701,1344.54564890167,943.202506960675,138.135910551799,307752.548299963,0.743745666662101,1.06021770788369,44.7406332602942,6.17722628083147,0.004790181369032,0.034677306935589,0.003249363833132
18190504629,7964731625,2,130898811,568131,256,16144690,3587,3063401367,5051803100,112526190,19419313,1148,13555000,1420,1420,2,1.58,W,CPU,bt,DLA,324,11512.9776132911,2.28388167805968,1341.97747170786,936.722356192518,138.966156300686,5071230.7301366,0.745168992089977,1.06755218703724,44.8944650129894,6.18598506720954,0.004340230408968,0.031232283632982,0.000197190791193
18215792516,7970592027,2,131240504,622324,254,16456174,53021,3060287795,5041731647,112457214,19324478,1108,13689086,1417,1417,2,1.59,W,CPU,bt,DLA,324,11456.4732805031,2.28537509563843,1330.67996767644,942.627920712787,138.7970326295,343558.071631995,0.751495494251819,1.06086397190933,44.8324430925347,6.17361083253568,0.004741859266252,0.034163981581003,0.002910716069775
18174970369,7969070644,2,131318850,605509,255,16707372,2909,3062097627,5045513644,111660409,18885930,425,13512969,1422,1422,2,1.6,W,CPU,bt,DLA,324,11359.356480625,2.28068882570192,1345.0020028167,962.35506374322,138.403362266727,6247841.30938467,0.743493316668526,1.0391175125222,45.1862364573642,6.14363637095402,0.004610983114762,0.03331554262299,0.000160055281573
18233614264,7976977359,2,131591267,628284,257,16172251,70050,3055420213,5038192606,114362523,19661033,907,13467525,1418,1418,2,1.6,W,CPU,bt,DLA,324,11396.008915,2.28577986916661,1353.89496317995,927.398589077186,138.562494910851,260294.279286224,0.738609735020552,1.07828501334583,44.0545772674148,6.27207098626599,0.00477451136632,0.03445745812669,0.003841805523895
18225113326,7951625026,1,130020542,587762,258,16659716,50023,3059584243,5049226513,113164303,19130640,542,13766539,1420,1420,2,1.59,W,CPU,bt,DLA,324,11462.3354251572,2.29199858725833,1323.87038790214,952.666158894841,140.171030251512,364334.672570618,0.755360954620821,1.04968565395465,44.6185447101636,6.20925099206705,0.004520531840269,0.032250114964251,0.002744729160539
18187256776,7972143918,2,130605177,602077,255,16895953,1909,3063716781,5046958479,112326825,19452136,866,13639101,1421,1421,2,1.6,W,CPU,bt,DLA,324,11367.035485,2.28135078381308,1333.46448391283,934.974790223552,139.253720210494,9527111.9832373,0.749926235054768,1.06954755406924,44.9310169587719,6.17612795505406,0.004609901489586,0.03310433274327,0.000104963603006
18171926280,7966453141,2,131794591,590459,255,16522164,2065,3062316026,5046047788,112917469,19077010,1795,13289678,1421,1421,2,1.59,W,CPU,bt,DLA,324,11428.8844528302,2.28105606828674,1367.37145023378,952.556311497452,137.880668258988,8799964.30024213,0.731330173545036,1.04980670216542,44.687928561346,6.21384146403218,0.004480145926474,0.032492922924184,0.000113636824637
18233749133,7983783020,2,131533547,635016,257,16700922,46865,3061250496,5038793658,112505637,19146032,643,14000092,1417,1417,2,1.6,W,CPU,bt,DLA,324,11396.093208125,2.28384828186375,1302.40209371481,952.351334887563,138.624324735955,389069.649695935,0.767812033492454,1.05003265430196,44.7870328310749,6.17018673336817,0.00482778739328,0.03482640873076,0.002570233892008
18163620689,7963893172,2,132319895,624644,257,16988732,2118,3065182600,5042406516,111284041,18741703,382,13522410,1422,1422,2,1.59,W,CPU,bt,DLA,324,11423.6608106918,2.28074640087601,1343.22363313936,969.155294425485,137.270519214061,8575836.01935789,0.744477669487409,1.03182638092361,45.311137793783,6.12675429119671,0.004720711122088,0.03438983948714,0.000116606707234
18200897757,7981865194,2,133130426,646080,258,16108696,3155,3066285374,5034705427,111295559,19493511,1074,14508047,1419,1419,2,1.6,W,CPU,bt,DLA,324,11375.561098125,2.28028127694786,1254.53810268191,933.690075482041,136.714786423053,5768905.7866878,0.797106120461572,1.07101920247329,45.2372535996697,6.11483897585195,0.00485298529729,0.035497150120055,0.000173343097803
18207665368,7967079051,2,131227828,600631,256,16694314,30293,3061254418,5044686407,111523673,19079278,1046,13829219,1419,1419,2,1.59,W,CPU,bt,DLA,324,11451.3618666667,2.28536270965137,1316.60836147002,954.316267523331,138.748508189894,601051.905324662,0.759527304599132,1.04787064208308,45.2342204242143,6.12509460965836,0.004577009382492,0.032987809686771,0.001663749821174
18551449523,8754807620,4,246923715,639057,286,17853536,4145,3058129403,5094002490,112634684,16950605,722,14801364,759,759,4,0.92,W,CPU,bt,DLA,302,20164.6190467391,2.11900139080383,1253.36080667971,1094.44173367263,75.130286789181,4475621.11531966,0.797854851269134,0.913707846871196,45.225878114063,6.07147618628701,0.002588074620536,0.034447820328417,0.000223432675428
17657594351,8332518865,3,229729245,605501,280,17422652,1657,3066761812,5110412217,113966089,17274654,2164,14554348,769,769,4,0.92,W,CPU,bt,DLA,336,19193.0373380435,2.11911843670335,1213.2178199257,1022.16775809229,76.8626317080353,10656363.5190103,0.824254295952594,0.9783129942059,44.8415161197644,6.4542251189243,0.002635715796654,0.03429125100304,9.3840642562171E-05
17750373329,8326153112,4,225183935,621059,280,17511050,2048,3058290704,5093667772,112635572,17207931,1974,14235305,767,767,4,0.91,W,CPU,bt,DLA,336,19505.9047571429,2.13188168536289,1246.92609880856,1031.52280939527,78.8261086609043,8667174.47705078,0.801972146509325,0.969440511534832,45.2225498708348,6.34553256499566,0.002758007581669,0.03498850353673,0.000115377854992
17777842581,8383012100,4,228040878,632044,281,17678510,2228,3061798541,5106443101,113945117,17467691,1065,14337209,771,771,4,0.9,W,CPU,bt,DLA,324,19753.1584233333,2.12069866641371,1239.97931403525,1017.7557286192,77.9590165452705,7979283.02558348,0.806465066538661,0.982554037162447,44.8149357817589,6.40938946786369,0.002771625883672,0.035552345405257,0.000125324543169
17700987808,8310383648,3,225931482,612854,286,17337481,2511,3073483863,5122853334,114048390,17426220,2883,14266517,769,769,4,0.92,W,CPU,bt,DLA,336,19240.2041391304,2.12998443366209,1240.73646062315,1015.76749335197,78.3467078217988,7049377.8606133,0.805972929575841,0.984477261326861,44.9182433351317,6.44305228821499,0.002712565750354,0.034622587544127,0.000141856490001
17695366770,8326593660,4,226358441,628662,281,17407863,1247,3069652229,5116263510,114492479,17788531,942,14425704,766,766,4,0.91,W,CPU,bt,DLA,336,19445.457989011,2.1251627607345,1226.6553348107,994.76267995373,78.1740972054141,14190350.2566159,0.815224922291904,1.00526489398106,44.6864593612302,6.47019530525391,0.002777285429351,0.035526926803564,7.04704240498769E-05
17632935329,8341026990,4,233035721,609830,284,17594647,971,3061332665,5100620307,113037728,17204181,1236,14663061,767,767,4,0.91,W,CPU,bt,DLA,336,19376.8520098901,2.11400051218393,1202.54122444147,1024.92151930975,75.6662337144441,18159562.6457261,0.831572323405758,0.975684460868245,45.1231672579265,6.41060185901621,0.002616894943758,0.034584712563259,5.5067405504689E-05
18384605865,8655153899,4,243778303,637490,285,17037243,2077,3049826122,5080588679,113757483,17041292,297,14422363,769,769,4,0.92,W,CPU,bt,DLA,336,19983.2672445652,2.1241223529398,1274.72910403101,1078.82699650942,75.415267227453,8851519.43428021,0.784480402022478,0.926932680805665,44.6615778146217,6.18764872281367,0.002615039944716,0.034675206239457,0.000112974953896
17680264683,8389915958,4,233488254,631401,282,17725461,2303,3069482800,5106267741,114070250,17317196,2017,14550328,770,770,4,0.91,W,CPU,bt,DLA,336,19428.862289011,2.10732321652655,1215.11107399091,1020.96578932294,75.7222874389219,7677058.04732957,0.822970032456046,0.979464748435067,44.7642373099033,6.4518406282504,0.002704208837846,0.035712191605769,0.000130258230931
17671076605,8324780433,4,229795371,631525,284,17487860,2982,3059345251,5094846228,113625698,17165561,3138,14745265,768,768,4,0.92,W,CPU,bt,DLA,336,19207.6919619565,2.12270782962042,1198.42380621847,1029.44940774147,76.8991843834835,5925914.35446009,0.834429351963075,0.971393049993515,44.8388552737427,6.43003822233727,0.002748205924479,0.035737777279587,0.000168750329516
