instructions,cycles,cpu_clock,cpu_migrations,branches,branch_misses,branch_ratio,context_switches,cache_references,cache_misses,mem_loads,L1_dcache_stores,L1_dcache_loads,L1_dcache_load_misses,LLC_stores,LLC_store_misses,LLC_loads,thread,seconds,workload,class,app,GFlops,Band,IA,MIPS,Instructions_per_cycle,dwarfs,instructions_per_loads,instructions_per_stores,instructions_per_branches,instructions_per_cache_misses,Loads_PTI,Stores_PTI,L1_load_ratio,L1_load_rate_PTI,branch_miss_predict_ratio,branch_miss_predict_rate_PTI,cache_misses_PTI
5661916118,6177385363,1443.05,10,591313006,40782396,14.4992218211014,6,40031380,2554927,0,525937501,1188864557,18950005,1106269,131179,458886,10,0.28,W,CPU,ep,6.28349,0.9879,6.36045,20221.1289928571,0.916555433292627,MR,12338.3936707592,5118.02836199875,9.57515911293857,2216.07745270217,0.081047827349674,0.195387740995141,62.7368993834039,3.34692436360111,0.068969218647628,7.20293186088491,0.45124776608356
4982148022,6276830493,1496.16,10,547375384,39067790,14.0109124165969,15,42864910,3691737,0,546904832,1235346789,19798188,1155438,148428,385225,10,0.29,W,CPU,ep,6.28349,0.9879,6.36045,17179.8207655172,0.793736269850867,MR,12933.0859160231,4311.91290402428,9.10188541105458,1349.5403442878,0.077321066796678,0.231915630546876,62.3969622371502,3.97382572990121,0.071372939196696,7.84155545509402,0.740993038283518
5477784108,6184454907,1444.61,10,573393990,40813086,14.0492681685477,6,42392066,3213501,0,530599807,1198374600,18905532,1036874,123153,468809,10,0.34,W,CPU,ep,6.28349,0.9879,6.36045,16111.1297294118,0.885734343668649,MR,11684.4687452673,5282.97952113757,9.55326390498094,1704.61565376827,0.085583694201334,0.189287124055456,63.3875100684815,3.45131016981657,0.071178084723211,7.45065617690094,0.58664250664915
5645269487,6180567562,1444.06,10,591587734,40616486,14.5652121160851,9,40155151,2828641,0,524823877,1189144631,18688062,1121077,149695,459134,10,0.3,W,CPU,ep,6.28349,0.9879,6.36045,18817.5649566667,0.913390142631694,MR,12295.4725352511,5035.57693806938,9.54257359061471,1995.75325642243,0.081330749764436,0.198586976685813,63.6312438924914,3.31039324925676,0.068656741283956,7.19478248000953,0.501063945045286
5270767985,6340051050,1496.06,10,557320928,36897874,15.1044184280102,5,40028319,3847956,0,546345112,1233548798,19590811,1112083,139056,401062,10,0.31,W,CPU,ep,6.28349,0.9879,6.36045,17002.4773709677,0.831344723162757,MR,13142.0278784826,4739.54550604586,9.45733009509379,1369.75786235601,0.07609175762268,0.210990694935702,62.9656831460423,3.71687978976749,0.06620579301124,7.00047395465084,0.730056039452095
5473046081,6188100732,1445.45,10,572890466,40819755,14.034637542533,7,42054099,3610562,0,530818070,1200126250,18920631,1162119,144388,470760,10,0.27,W,CPU,ep,6.28349,0.9879,6.36045,20270.5410407407,0.884446830785689,MR,11625.9794396295,4709.54014261879,9.55339005589246,1515.84326235085,0.086014258428094,0.21233495622015,63.4295045445366,3.45705676874969,0.07125228542379,7.4583247419948,0.659698812428106
5492111088,6181476393,1446.17,10,571037169,40668813,14.0411565245339,9,41106566,3264267,0,531569749,1198522785,18946491,1192713,122581,497981,10,0.24,W,CPU,ep,6.28349,0.9879,6.36045,22883.7962,0.88847885825777,MR,11028.7562939148,4604.72141076688,9.61778214475562,1682.49444300972,0.090672055248129,0.217168404077991,63.2582985947108,3.44976470730848,0.071219204646905,7.40495091019907,0.594355603464079
5650733800,6193756049,1446.59,10,592703227,40718477,14.5561246556447,6,40220696,2887576,0,525182557,1191558251,18741801,1115229,148059,460605,10,0.22,W,CPU,ep,6.28349,0.9879,6.36045,25685.1536363636,0.912327472263349,MR,12268.0687356846,5066.88204844028,9.53383336311749,1956.91257996326,0.081512422333538,0.197360031364422,63.5775745884827,3.31670215999203,0.068699604026283,7.20587421761046,0.511009030366994
5460425178,6386274204,1491.7,10,572649136,38987256,14.6881108021555,3,41411074,3165958,0,529856136,1191869825,18810778,1178579,135531,349094,10,0.23,W,CPU,ep,6.28349,0.9879,6.36045,23740.9790347826,0.855025168599854,MR,15641.7044635542,4633.05826592872,9.53537661148239,1724.73076964382,0.06393165158759,0.215840151925986,63.3610063868703,3.4449291743413,0.068082275077422,7.1399670774868,0.579800637641848
5579351684,6169421634,1451.44,10,577109455,38540279,14.9741898599125,6,39225596,4180205,0,533669407,1197359000,19200347,1211769,152359,434136,10,0.23,W,CPU,ep,6.28349,0.9879,6.36045,24258.0508,0.90435571030709,MR,12851.6218051486,4604.30303465429,9.66775303308798,1334.70767199216,0.077811191082466,0.217188137373561,62.3613208657114,3.4413222337393,0.066781576122332,6.90766260720266,0.749227730524255
5668208959,6172049737,1442.03,10,591708225,40727126,14.5286025092956,6,39903391,2564168,0,526334231,1188704836,18538505,1100525,131853,455234,10,0.39,W,CPU,ep,6.28349,0.9879,6.36045,14533.869125641,0.918367349669982,MR,12451.1986341091,5150.45906181141,9.57939862843718,2210.54508089954,0.080313552886433,0.194157450432836,64.1208574262056,3.27061072273359,0.068829744592447,7.18518429623759,0.452377112161436
5494712429,6174876862,1442.31,10,573879170,40791321,14.0686586247109,10,42425763,3730181,0,530188424,1195705459,18940961,1033076,157789,499377,10,0.39,W,CPU,ep,6.28349,0.9879,6.36045,14089.0062282051,0.889849717135946,MR,11003.1347639158,5318.78819080106,9.57468525822256,1473.04177169955,0.090883191150166,0.188012751049105,63.1280249719114,3.44712507610651,0.071079981871445,7.42374082849387,0.678867374443992
6142423884,6465621134,1510.61,12,609766264,41904277,14.5514087738586,132,41350693,6309710,0,480525903,1077040359,18000383,1375629,317970,463118,12,0.49,W,CPU,ep,6.57733,1.69437,3.88187,12535.5589469388,0.950012961894652,MR,13263.1940110296,4465.17475569358,10.0734072162444,973.487511153444,0.075396620087771,0.223955400340131,59.8343023590109,2.93050159675369,0.068721868483036,6.82210765511539,1.02723454440123
6074789026,6456318899,1508.4,12,606101532,41774311,14.5089534091897,105,41277001,6524129,0,481012432,1073864417,17653184,1402497,328831,461480,12,0.39,W,CPU,ep,6.57733,1.69437,3.88187,15576.3821179487,0.94090597460124,MR,13163.7102929704,4331.40964009192,10.0227250803253,931.126442472244,0.075966424187716,0.230871721470052,60.8312028583625,2.90597482882857,0.068922958934214,6.87666860877088,1.07396799659656
5866630399,6530177800,1525.97,12,600223268,41251058,14.5504939049078,107,41356203,5609776,0,495610610,1113101141,18400880,1346536,309146,328902,12,0.36,W,CPU,ep,6.57733,1.69437,3.88187,16296.1955527778,0.898387544516782,MR,17837.0164942749,4356.83145419061,9.77408026607859,1045.78692607334,0.056063187491079,0.229524600736655,60.4917341453235,3.13653302637516,0.068726189401908,7.03147380940028,0.956217729508956
5983066394,6454799750,1507.98,12,612590040,42032909,14.5740576746663,112,42205142,5540028,0,476695506,1085685187,19237645,1218532,334111,473935,12,0.35,W,CPU,ep,6.57733,1.69437,3.88187,17094.4754114286,0.92691742977774,MR,12624.2341122728,4910.06095367212,9.76683589893169,1079.97042505922,0.07921272618256,0.203663459463191,56.4354517925661,3.21534874145674,0.068615070855543,7.02531214464741,0.925951282365128
5932956610,6439036414,1504.28,12,609923004,41857732,14.571334251937,142,41792435,5348915,0,478582308,1095308017,19298613,1240691,327715,435288,12,0.25,W,CPU,ep,6.57733,1.69437,3.88187,23731.82644,0.921404419627188,MR,13629.9567412839,4781.97763181969,9.72738619643866,1109.18879997158,0.073367804387162,0.209118502216722,56.7557894963747,3.25278175260412,0.068627895202326,7.05512188129756,0.901559770550892
6080491146,6462149744,1510.02,12,606223026,41781862,14.5092391047579,116,41340828,6671187,0,480068816,1072121076,17349731,1392007,321703,446074,12,0.38,W,CPU,ep,6.57733,1.69437,3.88187,16001.2924894737,0.940939375731062,MR,13631.1265529934,4368.14696046787,10.0301223893135,911.45565939015,0.07336150802447,0.22893002663374,61.7946800443188,2.8533436828394,0.068921601800061,6.87146169557139,1.09714607583774
5963112681,6462050070,1510.12,12,611810534,41981258,14.573420691681,104,42059814,5456480,0,477665035,1086300792,18978801,1244709,331548,427543,12,0.35,W,CPU,ep,6.57733,1.69437,3.88187,17037.4648028571,0.922789612646873,MR,13947.3986967393,4790.76850974806,9.74666559271763,1092.84972747999,0.071697957572102,0.208734777722038,57.2375879803998,3.18270038070408,0.06861806992032,7.04015842829249,0.915038888563307
5945501025,6414169670,1498.64,12,608637492,41753748,14.5768349226996,115,41874902,5303835,0,482505407,1098944577,19748394,1212939,326321,444615,12,0.48,W,CPU,ep,6.57733,1.69437,3.88187,12386.46046875,0.926932296912564,MR,13372.24570696,4901.73127008036,9.76854219982886,1120.98152091835,0.074781754831167,0.204009551911565,55.6472884326695,3.32156935419921,0.068601997985362,7.02274674992592,0.892075365507148
6038312040,6410632250,1498.14,12,601940071,41501032,14.5042193408588,111,40984615,6503849,0,487055125,1088611700,17851402,1399723,307704,456829,12,0.27,W,CPU,ep,6.57733,1.69437,3.88187,22364.1186666667,0.941921452443322,MR,13217.882489947,4313.93357114229,10.0314172970219,928.421314824499,0.075655083237467,0.231807000156289,60.9818601362515,2.9563563263617,0.068945454870706,6.87295252797171,1.07709720148878
6036445650,6503565510,1541.82,12,595345944,40396522,14.7375544855074,106,41337212,6914376,0,529873720,1136182532,17667505,1254441,360155,322109,12,0.32,W,CPU,ep,6.57733,1.69437,3.88187,18863.89265625,0.928174805146231,MR,18740.3818272697,4812.06023240631,10.1393915770089,873.028260250817,0.05336070573252,0.207811197637471,64.3091671404649,2.92680594250029,0.067853862795444,6.69210398672272,1.14543829281392
6036591843,6416767816,1499.41,12,602341038,41338452,14.5709625991801,108,41028400,6728635,0,486972985,1090062964,17026178,1390303,284071,466172,12,0.32,W,CPU,ep,6.57733,1.69437,3.88187,18864.349509375,0.940752730361843,MR,12949.2801862832,4341.92535224336,10.0218837206307,897.149547122113,0.077224369664908,0.230312573080817,64.022763300137,2.82049514739736,0.068629645652668,6.84797864012222,1.11464136966664
5934471321,6422157690,1500.34,12,608888595,41790234,14.5701169081752,108,41920762,5333381,0,481289991,1097275592,19581211,1220195,325583,457245,12,0.21,W,CPU,ep,6.57733,1.69437,3.88187,28259.3872428571,0.924061913060874,MR,12978.7560738772,4863.54338527858,9.74639920953028,1112.70342790061,0.077048986382658,0.205611407318148,56.0371670577474,3.29957125762981,0.0686336291124,7.04194725014832,0.898712069115078
5914157437,6546187678,1529.3,12,616401775,42075578,14.6498706446766,114,41725989,5704621,0,469570202,1085396235,18997483,1339213,352136,492184,12,0.21,W,CPU,ep,6.57733,1.69437,3.88187,28162.6544619048,0.903450638434323,MR,12016.1513519334,4416.14398680419,9.59464699302659,1036.73100053448,0.083221321928431,0.226441892064227,57.1336863415011,3.21220447753867,0.068259988381766,7.11438247091088,0.9645703653932
6060666469,6405113347,1511.44,12,614987593,40567774,15.1595104281541,118,40782169,7143201,0,517529385,1113113273,16756417,1250060,303194,467454,12,0.59,W,CPU,ep,6.57733,1.69437,3.88187,10272.3160491525,0.946223140897057,MR,12965.2681739808,4848.30045677807,9.85494103943655,848.45246115852,0.077129141224155,0.206257844148658,66.4290744853151,2.76478124736087,0.065965190943291,6.69361599215236,1.1786164172764
5699757603,6460414192,1509.48,12,608578684,41746834,14.5778404177907,107,39720565,4952185,0,471251093,1110554316,18738573,1397396,310485,437437,12,0.47,W,CPU,ep,6.57733,1.69437,3.88187,12127.1438361702,0.882258851152001,MR,13029.8936829761,4078.84207697746,9.36568721983039,1150.95813322806,0.076746597042962,0.245167618929004,59.2656823974803,3.28760875552623,0.068597266216442,7.32431743729366,0.868841334128573
6022226268,6516363665,1538.22,12,609498452,40186196,15.1668610783663,106,41057092,6966029,0,540889026,1153705240,17657746,1247484,300130,324838,12,0.46,W,CPU,ep,6.57733,1.69437,3.88187,13091.7962347826,0.924169763628439,MR,18539.1680406849,4827.49780197582,9.88062602659408,864.51352240997,0.053939853061662,0.207146650505095,65.3370617065168,2.9320960744745,0.065933220778713,6.67298009268356,1.156719905563
6082488765,6468955805,1511.38,12,606599804,41803329,14.5108013766081,106,41298417,6450715,0,479552316,1070967297,17295025,1380495,309800,453719,12,0.55,W,CPU,ep,6.57733,1.69437,3.88187,11059.0704818182,0.940258203696292,MR,13405.8497991047,4406.02013408234,10.0271855099379,942.916989046951,0.074594301367362,0.226962194808098,61.9234315648575,2.84341256814471,0.068914181515298,6.87273427294197,1.06053874478468
6088188778,6467252229,1511.42,11,607106713,41841597,14.5096448636987,108,41156197,6425519,0,479226272,1077434250,17328658,1361347,305828,469902,12,0.39,W,CPU,ep,6.57733,1.69437,3.88187,15610.7404564103,0.941387248003065,MR,12956.2946699525,4472.1799644029,10.0282020403224,947.501482448344,0.077182560714611,0.223604597301467,62.1764391679956,2.84627475130503,0.068919674423037,6.87258534938944,1.05540731969727
6098711185,6450113636,1523.19,12,618082403,40939982,15.0972807706657,113,40989644,7098922,0,518767593,1097353308,16973145,1228333,278235,474501,12,0.59,W,CPU,ep,6.57733,1.69437,3.88187,10336.7986186441,0.945519959673467,MR,12852.8942720879,4965.03080597851,9.86714903287742,859.103844921807,0.077803487590469,0.201408619418006,64.6523262483176,2.78307079727698,0.06623709363232,6.71289076628081,1.16400363694219
6028068627,6472907507,1512.22,12,613655242,42079495,14.5832368473053,109,42143540,5368894,0,475236455,1077531859,18710509,1345582,327406,437561,12,0.46,W,CPU,ep,6.57733,1.69437,3.88187,13104.4970152174,0.931276805744723,MR,13776.5217352552,4479.89689740202,9.82321703527467,1122.77661414064,0.072587262533831,0.223219422880004,57.5896603881808,3.10389780836183,0.068571882255672,6.98059322210168,0.890649117024394
6081554341,6434809180,1519.87,12,616388612,40736936,15.1309517240079,115,40878344,6887689,0,518421922,1103552153,16514858,1213106,262767,472783,12,0.3,W,CPU,ep,6.57733,1.69437,3.88187,20271.8478033333,0.945102515223303,MR,12863.3101042127,5013.20934938909,9.86642877983606,882.960067012317,0.077740487627092,0.19947301824167,66.8217766692272,2.71556531011518,0.06608969602443,6.69844150291709,1.13255405013243
6080923034,6459481318,1509.35,12,606412794,41822953,14.4995212078879,108,41194864,6391132,0,480405878,1072527623,17632909,1406503,330478,476731,12,0.35,W,CPU,ep,6.57733,1.69437,3.88187,17374.0658114286,0.941394940961419,MR,12755.4596491522,4323.43410145588,10.0276958107846,951.462594419893,0.078397802000531,0.231297615861257,60.8253364773787,2.89970928778573,0.068967794568002,6.87773102309586,1.05101346691375
6092103460,6460549533,1509.57,12,607224435,41911800,14.4881497573476,107,41257267,6315918,0,480220457,1072179526,17759169,1424273,347190,470387,12,0.27,W,CPU,ep,6.57733,1.69437,3.88187,22563.3461481481,0.942969855564452,MR,12951.2581342597,4277.34251790212,10.0327047280303,964.563418967757,0.077212575769355,0.233790021681608,60.373293705353,2.9151128369051,0.06902192597042,6.87969274901316,1.03673846668389
5978859003,6534612148,1526.67,12,597410304,41137409,14.5223123799557,109,41189747,6422829,0,498115527,1120785985,17423333,1392269,310748,324062,12,0.42,W,CPU,ep,6.57733,1.69437,3.88187,14235.3785785714,0.914952390071062,MR,18449.7380223537,4294.32746329912,10.0079609658022,930.876254528962,0.054201311627753,0.232865334222032,64.3267269815712,2.9141568635851,0.068859557199737,6.88047819481252,1.07425664274358
6090844082,6504631998,1520.27,12,607576379,41916540,14.494907714234,114,41437608,6351912,0,479244487,1070884016,17407582,1354005,308708,423874,12,0.27,W,CPU,ep,6.57733,1.69437,3.88187,22558.6817851852,0.936385653158053,MR,14369.4684788404,4498.39113001798,10.0248204053371,958.899317559815,0.069591996493993,0.222301701007489,61.5182519892769,2.8579917275249,0.068989745896623,6.88189345116781,1.04286235445946
5977869706,6461469687,1509.69,12,612424204,42034463,14.5695736377077,106,41982101,5348903,0,475915757,1084789728,19106707,1214403,345938,449431,12,0.2,W,CPU,ep,6.57733,1.69437,3.88187,29889.34853,0.925156349185857,MR,13300.9732439462,4922.47606931142,9.76099518431182,1117.58798131131,0.075182468354723,0.203149794111622,56.7753369536676,3.19624012226673,0.068636188324131,7.03167935524087,0.89478413934504
6080579278,6499590141,1518.61,12,607393055,41823705,14.5226984314278,109,41367270,6313168,0,479437402,1075184771,17392987,1357285,303448,421988,12,0.3,W,CPU,ep,6.57733,1.69437,3.88187,20268.5975933333,0.93553272530881,MR,14409.3653800582,4479.95761980719,10.0109463352359,963.158160530498,0.069399308964984,0.223216397311151,61.8171433693362,2.86041612234695,0.068857726731828,6.87824351724537,1.0382510796038
6106338289,6463623163,1510.42,12,607180366,41919158,14.4845553911174,112,41235027,6413153,0,479772660,1070925962,17355415,1385799,327007,456405,12,0.41,W,CPU,ep,6.57733,1.69437,3.88187,14893.5080219512,0.944723746265837,MR,13379.2098881476,4406.36649975935,10.0568770515877,952.158523116476,0.074742829237314,0.226944354277978,61.7055807654268,2.84219677630114,0.069039053874809,6.86486008734784,1.0502452855507
6070679321,6456199333,1508.43,12,605811549,41717913,14.5216168651581,108,41044981,6313986,0,481865719,1084152395,17590598,1367904,309900,466076,12,0.21,W,CPU,ep,6.57733,1.69437,3.88187,28907.9967666667,0.940286848017615,MR,13025.0845806263,4437.94251716495,10.0207388436565,961.465438947758,0.076774933307336,0.225329642313353,61.6324922552377,2.89763254981196,0.068862855237512,6.87203372045815,1.04007898723267
6004763837,6472117306,1512.16,12,614162261,42161437,14.566919552576,115,42108420,5290543,0,473780503,1080429718,19252714,1231609,326090,463784,12,0.49,W,CPU,ep,6.57733,1.69437,3.88187,12254.6200755102,0.92778970978064,MR,12947.3285775275,4875.54397296545,9.77716186472096,1134.99953350724,0.077236010039607,0.205105318615714,56.1183071643821,3.20623999921015,0.068648693801784,7.02133142026515,0.881057630843176
45799539500,38407942843,8400.97,1,4709672031,335182336,14.0510746694002,30,315413813,12408,0,4117440623,9264904236,142834340,10983674,166,4174519,1,8.74,A,CPU,ep,1.32812,0.02266,58.61076,5240.22191075515,1.19244968904517,MR,10971.213569755,4169.78321643559,9.7245708827575,3691129.87588653,0.09114761950827,0.239820620903841,64.8646833527568,3.11868506887498,0.071168933588956,7.31846519985206,0.000270919754553
45705001643,38308045008,8399.97,1,4703775129,335904852,14.0032961744774,29,314128077,12607,0,4121790017,9270572882,142969116,11058774,10,3953381,1,8.76,A,CPU,ep,1.32812,0.02266,58.61076,5217.46594098174,1.19309146769185,MR,11560.9908690814,4132.91759493412,9.71666382629917,3625366.99000555,0.086497776126992,0.241959820642381,64.843185307238,3.1280846922778,0.071411758170381,7.34941122251214,0.000275834143897
45765349894,38337641317,8385.86,1,4708845058,336037427,14.0128589247888,29,315922536,97945,0,4118930643,9267805424,142078028,10950867,91,4080716,1,8.47,A,CPU,ep,1.32812,0.02266,58.61076,5403.22903116883,1.19374453727038,MR,11215.0293953316,4179.15311125594,9.71901800341633,467255.601551891,0.089166061429697,0.239282929669805,65.2303917393899,3.10448905840501,0.071363024873604,7.34261680022806,0.002140156258542
45795645481,38413029554,8399.87,1,4708794594,336240644,14.0042397551439,30,315049356,13647,0,4118029438,9265895875,141370313,10949499,4209,4131910,1,8.48,A,CPU,ep,1.32812,0.02266,58.61076,5400.42989162736,1.19219041072045,MR,11083.4082738975,4182.44208990749,9.72555599247275,3355729.86597787,0.090224953848817,0.239094762940787,65.543434674294,3.08698155720182,0.071406946573639,7.34219685012414,0.000297997764998
45812647529,38396704208,8401.16,1,4710425740,336022942,14.0181670690807,25,315454795,13724,0,4118314808,9267459835,141333453,10981769,3549,4208236,1,8.52,A,CPU,ep,1.32812,0.02266,58.61076,5377.07130622066,1.19314010079685,MR,10886.4254592661,4171.70016315222,9.72579763649984,3338141.03242495,0.09185751592584,0.239710420425897,65.5715942565983,3.08503133137054,0.071336002422575,7.33471999816848,0.00029956793026
45829070082,39116262123,8567.01,1,4706724320,335299745,14.0373632553762,33,316194424,14441,0,4116792840,9274097740,142878310,10946900,5012,4025226,1,9.07,A,CPU,ep,1.32812,0.02266,58.61076,5052.81919316428,1.17161169280162,MR,11385.4650849418,4186.48841973527,9.73693527943867,3173538.54179073,0.087831282476337,0.23886367278265,64.9090666036013,3.11763493661019,0.071238449971508,7.31631133688863,0.000315105673629
45771032528,38301741480,8378.08,1,4707433955,335685332,14.0233531413282,34,315165459,13826,0,4119776860,9266008778,142039778,11032591,10,3947260,1,8.45,A,CPU,ep,1.32812,0.02266,58.61076,5416.69024,1.19501178691575,MR,11595.6467341903,4148.71108047058,9.72313854332132,3310504.30551136,0.08623926055383,0.241038717954438,65.2353087879369,3.10326794382688,0.071309621167059,7.33401265952757,0.000302068780982
45791622026,38359954793,8405.22,1,4705252984,335625598,14.0193507647769,31,314629360,12673,0,4119927308,9272437623,141864985,11069965,2903,4090509,1,8.49,A,CPU,ep,1.32812,0.02266,58.61076,5393.59505606596,1.19373503626642,MR,11194.602438474,4136.56430042913,9.73202124980577,3613321.39398722,0.089328764062506,0.241746514105017,65.3610023854724,3.09805546786376,0.07132997931063,7.32941055919433,0.00027675368199
45791183237,38343869291,8386.42,1,4710213760,336413079,14.0012801345337,35,315380069,53630,0,4117947415,9261742695,142041599,10963124,13,4098666,1,8.62,A,CPU,ep,1.32812,0.02266,58.61076,5312.20223167053,1.19422437233657,MR,11172.2163350222,4176.83711659195,9.72167837176884,853835.227242215,0.089507754774247,0.239415608530107,65.2044384194802,3.1019420979982,0.071422040727086,7.34667801132889,0.001171186158751
45791762294,38381353411,8392.12,1,4709056995,335735782,14.0260801721754,31,315689942,54923,0,4116797418,9268505859,141999461,11022253,13,4033157,1,8.68,A,CPU,ep,1.32812,0.02266,58.61076,5275.54865138249,1.19307315204982,MR,11353.8258723873,4154.48296224012,9.72418943805967,833744.73888899,0.088076038089682,0.240703839464248,65.271415776712,3.10098266339502,0.071295756742057,7.33179430493311,0.001199407868327
45760916340,38342693623,8387.87,1,4708044144,336406215,13.9951164219722,35,315854919,65542,0,4116622569,9267247856,143728837,10970959,736,4117604,1,8.76,A,CPU,ep,1.32812,0.02266,58.61076,5223.84889726027,1.19347161130459,MR,11113.481612122,4171.09537461584,9.71972966700373,698192.248329316,0.08998080303739,0.239745177270635,64.4773035768737,3.14086448645622,0.07145349633748,7.35138720782006,0.001432270269962
45805438240,38529342878,8430.17,1,4710853371,335696468,14.0330739821784,33,315536175,67493,0,4119249487,9263346431,143301563,11013053,407,4134696,1,8.63,A,CPU,ep,1.32812,0.02266,58.61076,5307.69852143685,1.18884556077271,MR,11078.3085963273,4159.19529670837,9.72338441310404,678669.465574208,0.090266487099982,0.240431123970401,64.6423265529909,3.12848361474382,0.071260224329322,7.32874699814246,0.001473471329897
45715731590,38299136444,8402.09,1,4703403681,335672020,14.0119026929918,31,314522690,14341,0,4120897245,9274836049,143052602,10978859,42,4074476,1,8.7,A,CPU,ep,1.32812,0.02266,58.61076,5254.68179195402,1.19364914811707,MR,11220.027210861,4163.97838700725,9.71971250834253,3187764.56244334,0.089126343564657,0.240154944876821,64.8351439912991,3.12917669748704,0.071367894989748,7.34259320206145,0.000313699453147
45795897473,38352914317,8389.97,1,4709578817,336388489,14.000416099256,34,315634841,53212,0,4117676579,9267374567,142624909,10861661,29,4152114,1,8.59,A,CPU,ep,1.32812,0.02266,58.61076,5331.30354749709,1.19406564764495,MR,11029.5375977153,4216.28860199191,9.72399003233414,860631.01317372,0.090665632275205,0.23717541525207,64.9772513930228,3.11435995078135,0.071426448536279,7.34538479562117,0.001161938141541
45793302836,38394657318,8399.69,1,4708646169,336936108,13.9748933320023,33,314829654,12817,0,4117836846,9265645348,141905237,11010036,3638,4157011,1,8.48,A,CPU,ep,1.32812,0.02266,58.61076,5400.15363632075,1.1926998711493,MR,11015.9205342492,4159.23279778558,9.72536503963418,3572856.58391199,0.09077770640147,0.240428956160475,65.2945976053019,3.09882074914331,0.071556896803643,7.35775947864413,0.000279888088568
45804030884,38384199855,8395.39,1,4708715419,336513313,13.9926571612339,32,316218593,11810,0,4118147530,9266097023,142119858,10966678,7,4095522,1,8.84,A,CPU,ep,1.32812,0.02266,58.61076,5181.45145746606,1.19330430377679,MR,11183.929883419,4176.65503482458,9.72750034949606,3878410.74377646,0.089414008351624,0.239426045881713,65.1991716949225,3.10278059064108,0.07146605455113,7.34680565237216,0.000257837569578
45801450602,38372681887,8388.97,1,4709992480,336288511,14.0058084827049,31,314936151,48330,0,4118114204,9266189994,141936235,10875785,46,4106413,1,8.47,A,CPU,ep,1.32812,0.02266,58.61076,5407.4912162928,1.19359524405608,MR,11153.6395881272,4211.32365176399,9.72431501674075,947681.576701842,0.089656832830109,0.237455033782818,65.2841749254516,3.09894628083684,0.071398948602992,7.34231135869997,0.001055206753602
45781289716,38370327898,8391.98,1,4708856712,336198446,14.0061822653398,32,315517526,12653,0,4117543624,9267286762,143195888,10863414,88,3882214,1,8.48,A,CPU,ep,1.32812,0.02266,58.61076,5398.73699481132,1.19314304109417,MR,11792.572412546,4214.26355618961,9.72237902234983,3618216.21085909,0.084799140087205,0.23728938322599,64.7175480485864,3.12782555686619,0.071397043181041,7.34357743273674,0.000276379282421
45816632937,38334644007,8395.6,1,4702963030,335949690,13.9990098815093,34,315329686,51546,0,4122901827,9273522440,142605271,11005497,81,4201238,1,8.52,A,CPU,ep,1.32812,0.02266,58.61076,5377.53907711268,1.19517564656747,MR,10905.5075996647,4163.06805017529,9.74207805690533,888849.4342335,0.091696786312886,0.240207459486014,65.0293104523465,3.11252184760257,0.071433623410814,7.33248317181986,0.001125049937015
45806922396,38385458621,8397.09,1,4710025722,336662585,13.9903450274999,34,314586747,13387,0,4117358647,9267752552,142728606,11012405,13,3929585,1,8.62,A,CPU,ep,1.32812,0.02266,58.61076,5314.02812018562,1.19334050032529,MR,11656.9363930288,4159.5748064115,9.72540811869477,3421746.64943602,0.085785833111179,0.240409187607016,64.9326915727041,3.11587416343132,0.071477865487547,7.34960061471841,0.000292248404821
45787287682,38359712453,8391.81,1,4708444192,336043163,14.0114268356652,30,315729227,13294,0,4117273155,9268002454,142994727,10983030,20,3906119,1,8.75,A,CPU,ep,1.32812,0.02266,58.61076,5232.83287794286,1.19362958567796,MR,11721.93875353,4168.91219290123,9.72450470153093,3444206.98676094,0.085310119855289,0.239870727357316,64.8135959167222,3.12302244223596,0.071370318792556,7.33922405131034,0.000290342596669
45800349312,38352543006,8390.94,1,4707874497,336346308,13.9971047251692,34,314850779,119520,0,4119319026,9271793041,142239893,10763745,222,4034216,1,8.72,A,CPU,ep,1.32812,0.02266,58.61076,5252.33363669725,1.19419328477996,MR,11352.9739885024,4255.05707465199,9.7284558756155,383202.387148594,0.088082646979791,0.235014473943757,65.1841958359741,3.10565083316367,0.071443346294454,7.34374984148593,0.002609587083841
45790110397,38300487109,8379.16,1,4708994903,335164118,14.0498181341715,34,315415064,35907,0,4120256567,9267023143,141478705,10921588,29,4139488,1,8.52,A,CPU,ep,1.32812,0.02266,58.61076,5374.42610293427,1.19554903483826,MR,11061.7811664148,4192.62385625607,9.72396686346551,1275241.88589969,0.090401354443365,0.238514122488675,65.5011872140051,3.08972185857122,0.071175298530579,7.31957435992464,0.000784164958081
45838429996,38843522024,8495.52,1,4711237587,335358051,14.0483807469408,31,315189262,15146,0,4117340720,9260924898,142423516,10920866,36,4071936,1,8.82,A,CPU,ep,1.32812,0.02266,58.61076,5197.10090657596,1.18007913823258,MR,11257.1587559333,4197.32555971294,9.72959422010147,3026438.00316915,0.088832361849115,0.23824694696029,65.0238468905655,3.10707666061923,0.071182580968825,7.31608938240826,0.000330421438983
45828118605,38360601529,8414.02,1,4710188529,336016309,14.0177378384333,35,314456446,14612,0,4115347894,9265925112,141968333,10971127,4488,4154507,1,8.49,A,CPU,ep,1.32812,0.02266,58.61076,5397.89382862191,1.19466631852357,MR,11030.9402788345,4177.15687777564,9.72957203790091,3136334.42410348,0.090654103342282,0.239397281275322,65.2675488695074,3.09784336170656,0.071338186769212,7.33209913974822,0.000318843549436
